"","word","sentiment"
"2048","circumventio","positive"
"2049","civis","positive"
"2050","civile","positive"
"2051","civilitas","positive"
"2052","civilization","positive"
"2053","civilization","trust"
"2054","humanitas","joy"
"2055","humanitas","positive"
"2056","humanitas","trust"
"2057","petens","anger"
"2058","petens","disgust"
"2059","clairvoyant","positive"
"2060","clamor","anger"
"2061","clamor","anticipation"
"2062","clamor","disgust"
"2063","clamor","negative"
"2064","clamor","surprise"
"2065","familia","trust"
"2066","plaudere","anticipation"
"2067","plaudere","joy"
"2068","plaudere","positive"
"2069","plaudere","trust"
"2070","declarare","positive"
"2071","concursus","anger"
"2072","concursus","negative"
"2073","crepitus","anger"
"2074","crepitus","fear"
"2075","crepitus","negative"
"2076","classic","positive"
"2077","classical","positive"
"2078","classica","joy"
"2079","classica","positive"
"2080","inserere","positive"
"2081","unguibus","anger"
"2082","unguibus","fear"
"2083","unguibus","negative"
"2084","clean","joy"
"2085","clean","positive"
"2086","clean","trust"
"2087","Purgato","positive"
"2088","munditia","positive"
"2089","pure","positive"
"2090","mundare","positive"
"2091","emundatio","positive"
"2092","alvi deiectio","positive"
"2093","alvi deiectio","trust"
"2094","clarum","positive"
"2095","inhaere","fear"
"2096","clericale","positive"
"2097","clericale","trust"
"2098","callidus","positive"
"2099","calliditas","positive"
"2100","rupes","fear"
"2101","climax","anticipation"
"2102","climax","joy"
"2103","climax","positive"
"2104","climax","surprise"
"2105","climax","trust"
"2106","horologium","anticipation"
"2107","claustrum","negative"
"2108","propinquitas","joy"
"2109","propinquitas","positive"
"2110","propinquitas","trust"
"2111","clausurae","anticipation"
"2112","clausurae","joy"
"2113","clausurae","positive"
"2114","clausurae","sadness"
"2115","vestis","positive"
"2116","nubilus","negative"
"2117","nubilus","sadness"
"2118","nubilum","fear"
"2119","nubilum","negative"
"2120","nubilum","sadness"
"2121","Corydon","anticipation"
"2122","Corydon","joy"
"2123","Corydon","positive"
"2124","Corydon","surprise"
"2125","clue","anticipation"
"2126","MASSA","negative"
"2127","rusticitas","disgust"
"2128","rusticitas","negative"
"2129","raeda","trust"
"2130","coalescere","trust"
"2131","coitionem","positive"
"2132","oram","positive"
"2133","palpo","trust"
"2134","aspidis","fear"
"2135","cocaini","negative"
"2136","cocaini","sadness"
"2137","coerce","anger"
"2138","coerce","disgust"
"2139","coerce","fear"
"2140","coerce","negative"
"2141","coactio","anger"
"2142","coactio","disgust"
"2143","coactio","fear"
"2144","coactio","negative"
"2145","coactio","sadness"
"2146","simul","positive"
"2147","simul","trust"
"2148","coexisting","trust"
"2149","loculus","fear"
"2150","loculus","negative"
"2151","loculus","sadness"
"2152","cogens","positive"
"2153","cogens","trust"
"2154","cognitiva","positive"
"2155","cohaerentia","positive"
"2156","cohaeret","positive"
"2157","cohaesio","trust"
"2158","cohaerentis","positive"
"2159","cohaerentis","trust"
"2160","accidit","surprise"
"2161","frigus","negative"
"2162","frigide","negative"
"2163","frigus","anger"
"2164","frigus","disgust"
"2165","frigus","fear"
"2166","frigus","negative"
"2167","frigus","sadness"
"2168","torminibus","negative"
"2169","cooperator","trust"
"2170","ruina","disgust"
"2171","ruina","fear"
"2172","ruina","negative"
"2173","ruina","sadness"
"2174","collateralis","trust"
"2175","collective","positive"
"2176","collective","trust"
"2177","concursus","anger"
"2178","concursus","negative"
"2179","praevaricatio","anger"
"2180","praevaricatio","disgust"
"2181","praevaricatio","fear"
"2182","praevaricatio","negative"
"2183","praevaricatio","sadness"
"2184","colonellus","positive"
"2185","colonellus","trust"
"2186","perampla","positive"
"2187","coma","fear"
"2188","coma","negative"
"2189","coma","sadness"
"2190","comatose","fear"
"2191","comatose","negative"
"2192","comatose","sadness"
"2193","pugna","anger"
"2194","pugna","fear"
"2195","pugna","negative"
"2196","pugnax","anger"
"2197","pugnax","fear"
"2198","pugnax","negative"
"2199","pugnax","anger"
"2200","pugnax","fear"
"2201","pugnax","negative"
"2202","consolatio","anticipation"
"2203","consolatio","joy"
"2204","consolatio","positive"
"2205","consolatio","trust"
"2206","adventum","anticipation"
"2207","praefectus","positive"
"2208","praefectus","trust"
"2209","imperium","positive"
"2210","imperium","trust"
"2211","commemoratio","anticipation"
"2212","commemoratio","joy"
"2213","commemoratio","positive"
"2214","commemoratio","sadness"
"2215","commemoratio","anticipation"
"2216","commemoratio","joy"
"2217","commemoratio","positive"
"2218","commemorativum","anticipation"
"2219","commemorativum","positive"
"2220","commendo","positive"
"2221","laudabilis","joy"
"2222","laudabilis","positive"
"2223","laudabilis","trust"
"2224","commentator","positive"
"2225","mercatura","trust"
"2226","mandatum","trust"
"2227","committal","negative"
"2228","committal","sadness"
"2229","scelus","positive"
"2230","scelus","trust"
"2231","committee","trust"
"2232","commodore","positive"
"2233","commodore","trust"
"2234","commune","anticipation"
"2235","commune","trust"
"2236","civitas","positive"
"2237","civitas","trust"
"2238","tumultu","anger"
"2239","tumultu","negative"
"2240","communicare","positive"
"2241","communicare","trust"
"2242","communicationis","trust"
"2243","communicative","positive"
"2244","communionem","joy"
"2245","communionem","positive"
"2246","communionem","trust"
"2247","communismi","anger"
"2248","communismi","fear"
"2249","communismi","negative"
"2250","communismi","sadness"
"2251","communistarum","negative"
"2252","civitas","positive"
"2253","commutatio","positive"
"2254","commutare","positive"
"2255","pacto","trust"
"2256","comes","joy"
"2257","comes","positive"
"2258","comes","trust"
"2259","circino","trust"
"2260","misericordia","fear"
"2261","misericordia","positive"
"2262","misericors","positive"
"2263","convenientiam","positive"
"2264","compatible","positive"
"2265","cogens","positive"
"2266","compenset","anticipation"
"2267","compenset","joy"
"2268","compenset","positive"
"2269","compenset","surprise"
"2270","compenset","trust"
"2271","compensatory","positive"
"2272","competentia","positive"
"2273","competentia","trust"
"2274","pertinet","positive"
"2275","pertinet","trust"
"2276","competentis","positive"
"2277","competentis","trust"
"2278","competition","anticipation"
"2279","competition","negative"
"2280","complacentia","positive"
"2281","queri","anger"
"2282","queri","negative"
"2283","queri","sadness"
"2284","querimonia","anger"
"2285","querimonia","negative"
"2286","complement","anticipation"
"2287","complement","joy"
"2288","complement","positive"
"2289","complement","surprise"
"2290","complement","trust"
"2291","complementum","positive"
"2292","omnino","positive"
"2293","complementum","positive"
"2294","completing","anticipation"
"2295","completing","joy"
"2296","completing","positive"
"2297","complementum","anticipation"
"2298","complementum","joy"
"2299","complementum","positive"
"2300","complexus","negative"
"2301","multiplicitate","negative"
"2302","obsequio","positive"
"2303","obsequio","trust"
"2304","facilis","positive"
"2305","inpediunt","anger"
"2306","inpediunt","negative"
"2307","complicata","negative"
"2308","DIFFICULTAS","negative"
"2309","conscientia","negative"
"2310","conscientia","positive"
"2311","honorificum","anticipation"
"2312","honorificum","joy"
"2313","honorificum","positive"
"2314","honorificum","surprise"
"2315","honorificum","trust"
"2316","composito","positive"
"2317","compositor","positive"
"2318","STERCUS","disgust"
"2319","STERCUS","negative"
"2320","securitas","positive"
"2321","comprehendo","positive"
"2322","comprehensive","positive"
"2323","compresse","anger"
"2324","rotulatoris","trust"
"2325","necessitas","anger"
"2326","necessitas","negative"
"2327","coactum","negative"
"2328","comes","positive"
"2329","comes","trust"
"2330","occultare","negative"
"2331","occultare","sadness"
"2332","absconditus","anticipation"
"2333","absconditus","fear"
"2334","absconditus","negative"
"2335","absconditus","surprise"
"2336","occultatio","anger"
"2337","occultatio","anticipation"
"2338","occultatio","fear"
"2339","occultatio","negative"
"2340","superbia","negative"
"2341","superbus","negative"
"2342","concentricis","positive"
"2343","pertinet","fear"
"2344","pertinet","sadness"
"2345","conciliatio","joy"
"2346","conciliatio","positive"
"2347","conciliatio","trust"
"2348","concludens","positive"
"2349","concord","positive"
"2350","concord","trust"
"2351","concordantia","positive"
"2352","concordantia","trust"
"2353","concussione","anger"
"2354","concussione","negative"
"2355","concussione","sadness"
"2356","damnare","anger"
"2357","damnare","negative"
"2358","damnatio","anger"
"2359","damnatio","anticipation"
"2360","damnatio","disgust"
"2361","damnatio","fear"
"2362","damnatio","negative"
"2363","damnatio","sadness"
"2364","donante","negative"
"2365","dignatio","anger"
"2366","dignatio","disgust"
"2367","dignatio","negative"
"2368","dignatio","sadness"
"2369","consolatio","positive"
"2370","consolatio","sadness"
"2371","condone","positive"
"2372","conducat","positive"
"2373","conductivity","positive"
"2374","confoederatus","positive"
"2375","confoederatus","trust"
"2376","confess","negative"
"2377","confess","positive"
"2378","confess","trust"
"2379","confessio","anticipation"
"2380","confessio","fear"
"2381","confessio","negative"
"2382","confessio","sadness"
"2383","confessio","surprise"
"2384","confessionale","fear"
"2385","confessionale","trust"
"2386","confide","trust"
"2387","fiducia","fear"
"2388","fiducia","joy"
"2389","fiducia","positive"
"2390","fiducia","trust"
"2391","confidentes","joy"
"2392","confidentes","positive"
"2393","confidentes","trust"
"2394","secreto","trust"
"2395","secreto","trust"
"2396","confinio","anger"
"2397","confinio","fear"
"2398","confinio","negative"
"2399","confinio","sadness"
"2400","conclusus","anger"
"2401","conclusus","disgust"
"2402","conclusus","fear"
"2403","conclusus","negative"
"2404","conclusus","sadness"
"2405","custodia","anger"
"2406","custodia","fear"
"2407","custodia","negative"
"2408","custodia","sadness"
"2409","confirmatio","trust"
"2410","confirmatus","positive"
"2411","confirmatus","trust"
"2412","publicare","anger"
"2413","publicare","negative"
"2414","publicare","sadness"
"2415","proscriptione","negative"
"2416","incendium","anger"
"2417","incendium","fear"
"2418","incendium","negative"
"2419","conflictus","anger"
"2420","conflictus","fear"
"2421","conflictus","negative"
"2422","conflictus","sadness"
"2423","discordes","negative"
"2424","conformance","positive"
"2425","conformitas","trust"
"2426","confundere","negative"
"2427","confusus","negative"
"2428","confrontatio","anger"
"2429","confuse","negative"
"2430","confusione","anger"
"2431","confusione","fear"
"2432","confusione","negative"
"2433","consentaneus","positive"
"2434","obstructio","negative"
"2435","coagulum","trust"
"2436","gratulans","joy"
"2437","gratulans","positive"
"2438","congregatio","positive"
"2439","congregatio","trust"
"2440","Congressus","disgust"
"2441","Congressus","trust"
"2442","congressman","trust"
"2443","congruentia","positive"
"2444","congruentia","trust"
"2445","coniectura","anticipation"
"2446","obtestor","anticipation"
"2447","obtestor","surprise"
"2448","coniurans","negative"
"2449","nota","trust"
"2450","cupidum","joy"
"2451","cupidum","positive"
"2452","cupidum","trust"
"2453","victorum","anger"
"2454","victorum","fear"
"2455","victorum","negative"
"2456","conscientia","positive"
"2457","conscientia","trust"
"2458","religiosus","positive"
"2459","religiosus","trust"
"2460","conscientia","positive"
"2461","consecratio","anticipation"
"2462","consecratio","joy"
"2463","consecratio","positive"
"2464","consecratio","sadness"
"2465","consecratio","trust"
"2466","consequentis","anticipation"
"2467","conservationem","anticipation"
"2468","conservationem","positive"
"2469","conservationem","trust"
"2470","conservare","positive"
"2471","satis","positive"
"2472","considerate","positive"
"2473","considerate","trust"
"2474","constantia","positive"
"2475","constantia","trust"
"2476","consolatorium","positive"
"2477","consolatorium","sadness"
"2478","consonant","positive"
"2479","conjugis","trust"
"2480","coniuratio","fear"
"2481","coniurator","anger"
"2482","coniurator","anticipation"
"2483","coniurator","disgust"
"2484","coniurator","fear"
"2485","coniurator","negative"
"2486","coniurare","fear"
"2487","coniurare","negative"
"2488","constabularius","trust"
"2489","constantia","positive"
"2490","constantia","trust"
"2491","assidue","positive"
"2492","assidue","trust"
"2493","constanter","trust"
"2494","consternatio","anger"
"2495","consternatio","fear"
"2496","consternatio","negative"
"2497","constipatio","disgust"
"2498","constipatio","negative"
"2499","constituunt","trust"
"2500","constitutionalis","positive"
"2501","constitutionalis","trust"
"2502","cogunt","fear"
"2503","cogunt","negative"
"2504","coactus","negative"
"2505","coercitione","anger"
"2506","coercitione","fear"
"2507","coercitione","negative"
"2508","coercitione","sadness"
"2509","construe","positive"
"2510","consul","trust"
"2511","consule","trust"
"2512","consummatus","positive"
"2513","contactus","positive"
"2514","contagione","anticipation"
"2515","contagione","disgust"
"2516","contagione","fear"
"2517","contagione","negative"
"2518","pestilens","disgust"
"2519","pestilens","fear"
"2520","pestilens","negative"
"2521","contaminare","disgust"
"2522","contaminare","negative"
"2523","contaminari","disgust"
"2524","contaminari","fear"
"2525","contaminari","negative"
"2526","contaminari","sadness"
"2527","contagione","disgust"
"2528","contagione","negative"
"2529","contemplationis","positive"
"2530","contemptus","anger"
"2531","contemptus","disgust"
"2532","contemptus","fear"
"2533","contemptus","negative"
"2534","despectus","anger"
"2535","despectus","disgust"
"2536","despectus","negative"
"2537","contemptor","anger"
"2538","contemptor","negative"
"2539","content","joy"
"2540","content","positive"
"2541","content","trust"
"2542","litigiosa","anger"
"2543","litigiosa","disgust"
"2544","litigiosa","fear"
"2545","litigiosa","negative"
"2546","contingens","anticipation"
"2547","continuatio","anticipation"
"2548","continue","anticipation"
"2549","continue","positive"
"2550","continue","trust"
"2551","forma","positive"
"2552","contraband","anger"
"2553","contraband","disgust"
"2554","contraband","fear"
"2555","contraband","negative"
"2556","contractum","negative"
"2557","contradicunt","anger"
"2558","contradicunt","negative"
"2559","contradictio","negative"
"2560","contradictorium","negative"
"2561","contra","negative"
"2562","contra","negative"
"2563","contra","negative"
"2564","contra","negative"
"2565","contribuere","positive"
"2566","contributor","positive"
"2567","contributor","trust"
"2568","controversiae","anger"
"2569","controversiae","negative"
"2570","controversia","negative"
"2571","commodum","positive"
"2572","convenient","positive"
"2573","conventum","positive"
"2574","conventum","trust"
"2575","placitum","positive"
"2576","concursus","anticipation"
"2577","contubernalis","positive"
"2578","conversational","positive"
"2579","convertere","positive"
"2580","conveyancing","trust"
"2581","convinco","anger"
"2582","convinco","disgust"
"2583","convinco","fear"
"2584","convinco","negative"
"2585","convinco","sadness"
"2586","persuasio","negative"
"2587","arguere","anticipation"
"2588","arguere","positive"
"2589","arguere","trust"
"2590","persuasum","trust"
"2591","persuadens","trust"
"2592","frigus","positive"
"2593","frigus","positive"
"2594","cauea","anger"
"2595","cauea","disgust"
"2596","cauea","negative"
"2597","cooperari","positive"
"2598","cooperans","positive"
"2599","cooperans","trust"
"2600","cooperante","positive"
"2601","cooperante","trust"
"2602","cooperans","positive"
"2603","cooperans","trust"
"2604","cop","fear"
"2605","cop","trust"
"2606","effingo","negative"
"2607","copycat","anger"
"2608","copycat","disgust"
"2609","copycat","negative"
"2610","core","positive"
"2611","coronatio","joy"
"2612","coronatio","positive"
"2613","coronatio","trust"
"2614","coronator","negative"
"2615","corporalia","negative"
"2616","corporation","positive"
"2617","corporation","trust"
"2618","corporeus","positive"
"2619","cadaver","disgust"
"2620","cadaver","negative"
"2621","cadaver","sadness"
"2622","correctio","negative"
"2623","emenda","positive"
"2624","rectitudo","trust"
"2625","correspondentia","anticipation"
"2626","correspondentia","positive"
"2627","confirmo","positive"
"2628","confirmo","trust"
"2629","corroboratio","trust"
"2630","corrosio","negative"
"2631","mordax","fear"
"2632","mordax","negative"
"2633","corrumpo","negative"
"2634","corrumpens","anger"
"2635","corrumpens","disgust"
"2636","corrumpens","fear"
"2637","corrumpens","negative"
"2638","corrumpens","sadness"
"2639","corruptio","disgust"
"2640","corruptio","negative"
"2641","corse","sadness"
"2642","cosmopolitan","positive"
"2643","cosmopolitan","trust"
"2644","fovere","positive"
"2645","cubile","sadness"
"2646","tussis","disgust"
"2647","tussis","negative"
"2648","concilium","anticipation"
"2649","concilium","positive"
"2650","concilium","trust"
"2651","consilium","positive"
"2652","consilium","trust"
"2653","consiliarius","anger"
"2654","consiliarius","fear"
"2655","consiliarius","negative"
"2656","consiliarius","trust"
"2657","consiliarius","positive"
"2658","consiliarius","trust"
"2659","numerare","positive"
"2660","numerare","trust"
"2661","countdown","anticipation"
"2662","comitissa","positive"
"2663","rusticus","trust"
"2664","comitatus","trust"
"2665","res","anger"
"2666","res","surprise"
"2667","animo","positive"
"2668","audax","fear"
"2669","audax","positive"
"2670","tabellarium","trust"
"2671","cursus","negative"
"2672","atrium","anger"
"2673","atrium","anticipation"
"2674","atrium","fear"
"2675","comis","positive"
"2676","humanitas","positive"
"2677","sponsalia","anticipation"
"2678","sponsalia","joy"
"2679","sponsalia","positive"
"2680","sponsalia","trust"
"2681","cove","anticipation"
"2682","cove","disgust"
"2683","cove","fear"
"2684","cove","joy"
"2685","cove","positive"
"2686","sacramentum","positive"
"2687","sacramentum","trust"
"2688","cover","trust"
"2689","concupisco","negative"
"2690","ignavus","disgust"
"2691","ignavus","fear"
"2692","ignavus","negative"
"2693","ignavus","sadness"
"2694","pusillanimitas","fear"
"2695","pusillanimitas","negative"
"2696","inertia","fear"
"2697","inertia","negative"
"2698","coy","fear"
"2699","coyote","fear"
"2700","crabby","anger"
"2701","crabby","negative"
"2702","resiliunt","negative"
"2703","findatur","anger"
"2704","findatur","fear"
"2705","findatur","negative"
"2706","crepuit","negative"
"2707","cunabula","anticipation"
"2708","cunabula","joy"
"2709","cunabula","positive"
"2710","cunabula","trust"
"2711","artis","positive"
"2712","artifex","positive"
"2713","cramp","anticipation"
"2714","cramp","negative"
"2715","coartatus","negative"
"2716","crank","negative"
"2717","cranky","anger"
"2718","cranky","negative"
"2719","crap","disgust"
"2720","crap","negative"
"2721","craps","anticipation"
"2722","fragore","fear"
"2723","fragore","negative"
"2724","fragore","sadness"
"2725","fragore","surprise"
"2726","desideres","anticipation"
"2727","cupiditas","anticipation"
"2728","serpere","disgust"
"2729","serpere","negative"
"2730","egentem","anger"
"2731","egentem","fear"
"2732","egentem","negative"
"2733","insanis","anger"
"2734","insanis","fear"
"2735","insanis","negative"
"2736","insanis","sadness"
"2737","crepuit","negative"
"2738","crepito","anticipation"
"2739","crepito","joy"
"2740","crepito","positive"
"2741","crepito","surprise"
"2742","creo","joy"
"2743","creo","positive"
"2744","partum","positive"
"2745","creatura","disgust"
"2746","creatura","fear"
"2747","creatura","negative"
"2748","fides","positive"
"2749","fides","trust"
"2750","credential","positive"
"2751","credential","trust"
"2752","fides","positive"
"2753","fides","trust"
"2754","credibilis","positive"
"2755","credibilis","trust"
"2756","credit","positive"
"2757","credit","trust"
"2758","honestum","positive"
"2759","honestum","trust"
"2760","reputatur","positive"
"2761","serpat","negative"
"2762","reptile","anticipation"
"2763","cremationem","sadness"
"2764","crescendo","anticipation"
"2765","crescendo","joy"
"2766","crescendo","positive"
"2767","crescendo","surprise"
"2768","crescendo","trust"
"2769","cantavit","trust"
"2770","scelus","anger"
"2771","scelus","negative"
"2772","scelestus","anger"
"2773","scelestus","disgust"
"2774","scelestus","fear"
"2775","scelestus","negative"
"2776","scelus","anger"
"2777","scelus","disgust"
"2778","scelus","fear"
"2779","scelus","negative"
"2780","cringe","disgust"
"2781","cringe","fear"
"2782","cringe","negative"
"2783","cringe","sadness"
"2784","claudus","fear"
"2785","claudus","negative"
"2786","claudus","sadness"
"2787","claudus","negative"
"2788","claudus","sadness"
"2789","crisis","negative"
"2790","rigidas","negative"
"2791","rigidas","trust"
"2792","criticus","negative"
"2793","reprehensio","anger"
"2794","reprehensio","negative"
"2795","reprehensio","sadness"
"2796","reprehendere","anger"
"2797","reprehendere","disgust"
"2798","reprehendere","fear"
"2799","reprehendere","negative"
"2800","reprehendere","sadness"
"2801","censura","positive"
"2802","critter","disgust"
"2803","crocodilus","fear"
"2804","crook","negative"
"2805","transire","anger"
"2806","transire","fear"
"2807","transire","negative"
"2808","transire","sadness"
"2809","oretur","fear"
"2810","curvus","fear"
"2811","curvus","negative"
"2812","cumulus","anticipation"
"2813","cumulus","joy"
"2814","cumulus","positive"
"2815","cumulus","surprise"
"2816","cumulus","trust"
"2817","crucial","positive"
"2818","crucial","trust"
"2819","cruciatum","negative"
"2820","crucifixio","anger"
"2821","crucifixio","disgust"
"2822","crucifixio","fear"
"2823","crucifixio","negative"
"2824","crucifixio","sadness"
"2825","rudis","disgust"
"2826","rudis","negative"
"2827","crudelis","anger"
"2828","crudelis","disgust"
"2829","crudelis","fear"
"2830","crudelis","negative"
"2831","crudelis","sadness"
"2832","crudeliter","anger"
"2833","crudeliter","fear"
"2834","crudeliter","negative"
"2835","crudelitas","anger"
"2836","crudelitas","disgust"
"2837","crudelitas","fear"
"2838","crudelitas","negative"
"2839","crudelitas","sadness"
"2840","putri","negative"
"2841","putri","sadness"
"2842","FRANGO","anger"
"2843","FRANGO","negative"
"2844","Peregrinus","anger"
"2845","Peregrinus","fear"
"2846","Peregrinus","negative"
"2847","oppressi","anger"
"2848","oppressi","disgust"
"2849","oppressi","fear"
"2850","oppressi","negative"
"2851","oppressi","sadness"
"2852","opprimendi","anger"
"2853","opprimendi","disgust"
"2854","opprimendi","fear"
"2855","opprimendi","negative"
"2856","tetricis dicerer","disgust"
"2857","tetricis dicerer","negative"
"2858","clamare","negative"
"2859","clamare","sadness"
"2860","clamantis","negative"
"2861","clamantis","sadness"
"2862","crypta","fear"
"2863","crypta","negative"
"2864","crypta","sadness"
"2865","crystallo","positive"
"2866","cubus","trust"
"2867","incestum","disgust"
"2868","incestum","negative"
"2869","cuculus","negative"
"2870","Cuddle","joy"
"2871","Cuddle","positive"
"2872","Cuddle","trust"
"2873","cue","anticipation"
"2874","culinaria poneret","positive"
"2875","culinaria poneret","trust"
"2876","cull","negative"
"2877","fastigium","positive"
"2878","culpa","negative"
"2879","culpabilis","negative"
"2880","reus","negative"
"2881","cultus","fear"
"2882","cultus","negative"
"2883","colere","anticipation"
"2884","colere","positive"
"2885","colere","trust"
"2886","coluerunt","positive"
"2887","cultura","positive"
"2888","cultura","positive"
"2889","gravia","negative"
"2890","gravia","sadness"
"2891","callidus","negative"
"2892","callidus","positive"
"2893","cucurbitula","disgust"
"2894","cucurbitula","fear"
"2895","cucurbitula","negative"
"2896","cucurbitula","sadness"
"2897","cur","anger"
"2898","cur","disgust"
"2899","cur","fear"
"2900","cur","negative"
"2901","sanabilis","positive"
"2902","sanabilis","trust"
"2903","curiositas","anticipation"
"2904","curiositas","positive"
"2905","curiositas","surprise"
"2906","Crispum","positive"
"2907","maledictio","anger"
"2908","maledictio","disgust"
"2909","maledictio","fear"
"2910","maledictio","negative"
"2911","maledictio","sadness"
"2912","maledictus","anger"
"2913","maledictus","fear"
"2914","maledictus","negative"
"2915","maledictus","sadness"
"2916","maledictio","anger"
"2917","maledictio","disgust"
"2918","maledictio","negative"
"2919","cursorium","negative"
"2920","pulvinar","positive"
"2921","disputavi","anger"
"2922","custos","trust"
"2923","custodia","trust"
"2924","Lorem","positive"
"2925","bellus","positive"
"2926","dromonem","fear"
"2927","dromonem","negative"
"2928","caedentes","positive"
"2929","remittere percussori","anger"
"2930","remittere percussori","fear"
"2931","remittere percussori","negative"
"2932","sectione","anger"
"2933","sectione","disgust"
"2934","sectione","fear"
"2935","sectione","negative"
"2936","sectione","sadness"
"2937","cyanide","fear"
"2938","cyanide","negative"
"2939","cyclone","fear"
"2940","cyclone","negative"
"2941","cyclone","surprise"
"2942","CYSTA","fear"
"2943","CYSTA","negative"
"2944","CYSTA","sadness"
"2945","cystic","disgust"
"2946","cytomegalovirus","negative"
"2947","cytomegalovirus","sadness"
"2948","attingere","anger"
"2949","attingere","disgust"
"2950","attingere","negative"
"2951","daemonium","anger"
"2952","daemonium","disgust"
"2953","daemonium","fear"
"2954","daemonium","negative"
"2955","daemonium","sadness"
"2956","daemonium","surprise"
"2957","daft","disgust"
"2958","daft","negative"
"2959","pugio","fear"
"2960","pugio","negative"
"2961","cotidie","anticipation"
"2962","damnum","anger"
"2963","damnum","disgust"
"2964","damnum","negative"
"2965","damnum","sadness"
"2966","damna","negative"
"2967","damna","sadness"
"2968","domina","anger"
"2969","domina","disgust"
"2970","domina","positive"
"2971","domina","trust"
"2972","damnare","anger"
"2973","damnare","disgust"
"2974","damnare","negative"
"2975","damnatio","anger"
"2976","damnatio","fear"
"2977","damnatio","negative"
"2978","damnatio","sadness"
"2979","damnatus","negative"
"2980","damper","negative"
"2981","saltare","joy"
"2982","saltare","positive"
"2983","saltare","trust"
"2984","porriginem","negative"
"2985","dandy","disgust"
"2986","dandy","negative"
"2987","periculum","fear"
"2988","periculum","negative"
"2989","periculum","sadness"
"2990","periculosum","fear"
"2991","periculosum","negative"
"2992","umor","disgust"
"2993","dare","anticipation"
"2994","dare","trust"
"2995","audacia","positive"
"2996","tenebris","sadness"
"2997","obscurare","fear"
"2998","obscurare","negative"
"2999","obscurare","sadness"
"3000","obscuratus","fear"
"3001","obscuratus","negative"
"3002","obscuratus","sadness"
"3003","tenebris","anger"
"3004","tenebris","fear"
"3005","tenebris","negative"
"3006","tenebris","sadness"
"3007","deliciae","joy"
"3008","deliciae","positive"
"3009","deliciae","trust"
"3010","jaculum","fear"
"3011","allisa","anger"
"3012","allisa","fear"
"3013","allisa","negative"
"3014","allisa","sadness"
"3015","allisione","positive"
"3016","ignave","anger"
"3017","ignave","disgust"
"3018","ignave","fear"
"3019","ignave","negative"
"3020","filia","joy"
"3021","filia","positive"
"3022","aurora","anticipation"
"3023","aurora","joy"
"3024","aurora","positive"
"3025","aurora","surprise"
"3026","aurora","trust"
"3027","attonitus","negative"
"3028","diaconus","trust"
"3029","deactivate","negative"
"3030","deadlock","negative"
"3031","mortiferum","anger"
"3032","mortiferum","disgust"
"3033","mortiferum","fear"
"3034","mortiferum","negative"
"3035","mortiferum","sadness"
"3036","paciscor","anticipation"
"3037","paciscor","joy"
"3038","paciscor","positive"
"3039","paciscor","surprise"
"3040","paciscor","trust"
"3041","negotia","trust"
"3042","cara","positive"
"3043","mortem","anger"
"3044","mortem","anticipation"
"3045","mortem","disgust"
"3046","mortem","fear"
"3047","mortem","negative"
"3048","mortem","sadness"
"3049","mortem","surprise"
"3050","debacle","fear"
"3051","debacle","negative"
"3052","debacle","sadness"
"3053","disceptatio","positive"
"3054","stuprum","disgust"
"3055","stuprum","fear"
"3056","stuprum","negative"
"3057","debenture","anticipation"
"3058","obruta","disgust"
"3059","obruta","negative"
"3060","debitum","negative"
"3061","debitum","sadness"
"3062","debitor","negative"
"3063","interitus","fear"
"3064","interitus","negative"
"3065","interitus","sadness"
"3066","debilis","disgust"
"3067","debilis","negative"
"3068","debilis","sadness"
"3069","defuncti","negative"
"3070","defuncti","sadness"
"3071","fallacia","anger"
"3072","fallacia","disgust"
"3073","fallacia","fear"
"3074","fallacia","negative"
"3075","fallacia","sadness"
"3076","fallacia","surprise"
"3077","dolosus","disgust"
"3078","dolosus","negative"
"3079","dolosus","sadness"
"3080","fallere","anger"
"3081","fallere","disgust"
"3082","fallere","negative"
"3083","fallere","sadness"
"3084","decipi","anger"
"3085","decipi","negative"
"3086","deceptio","negative"
"3087","deceptio","trust"
"3088","decentia","positive"
"3089","decens","positive"
"3090","deceptio","negative"
"3091","fallax","negative"
"3092","declaratorium","positive"
"3093","declinatio","negative"
"3094","declinare","negative"
"3095","declivis","negative"
"3096","putrescere","disgust"
"3097","resolutum","sadness"
"3098","compositione","disgust"
"3099","compositione","fear"
"3100","compositione","negative"
"3101","compositione","sadness"
"3102","elicerent","surprise"
"3103","diminutio","negative"
"3104","decrementum","negative"
"3105","decrepitus","negative"
"3106","declamitare","anger"
"3107","declamitare","negative"
"3108","dedication","positive"
"3109","deduct","negative"
"3110","factum","trust"
"3111","obtrectatio","disgust"
"3112","obtrectatio","fear"
"3113","obtrectatio","negative"
"3114","ad infamiam","anger"
"3115","ad infamiam","negative"
"3116","defaltam","disgust"
"3117","defaltam","fear"
"3118","defaltam","negative"
"3119","defaltam","sadness"
"3120","cladem","negative"
"3121","victus","negative"
"3122","victus","sadness"
"3123","defectus","anger"
"3124","defectus","negative"
"3125","defectio","fear"
"3126","defectio","negative"
"3127","defectivum","disgust"
"3128","defectivum","negative"
"3129","defendere","fear"
"3130","defendere","positive"
"3131","reus","anger"
"3132","reus","fear"
"3133","reus","sadness"
"3134","defendi","positive"
"3135","defendi","trust"
"3136","defensor","positive"
